,codeid,label,type,uuid
286,P0290,Geralda de Bugat,PERSON,fd223bc1-e427-4caa-a8a6-3ccc131241de
287,P0291,Geralda de Cassaco,PERSON,2539dd17-17b0-4b96-a28b-68f85edde09b
288,P0292,Geralda de Rupe,PERSON,95b7e135-f8b9-4ff0-9e97-276f42c135f1
289,P0293,Geralda de Lacosta,PERSON,39fdfe39-a486-4dee-b1e9-441d40ba6bfa
290,P0294,Guiralda de La Grassa,PERSON,2f36f55c-01b2-4290-9f29-cd17b3df43fe
291,P0295,Geralda de Mathol,PERSON,85d293c6-984b-4681-9d97-e7a6ce38781d
292,P0296,Geralda de Riberia,PERSON,8304c31a-6a28-47fa-94c8-e553a3a706b4
293,P0297,Geralda de Rupeforti,PERSON,852c90fe-3430-4da8-9fd7-2d99f88b7daa
294,P0298,Geralda Ogeira,PERSON,3498eba9-484d-4fd9-b9ca-de0cda190e4f
295,P0299,Geralda Viquera,PERSON,1602037c-9837-43ac-8fc5-e158c98d54d0
296,P0300,Giraldus de Podio Blairair,PERSON,7a07ba4b-12b3-4406-9ca2-eaa11eee5646
297,P0301,Guiralda Vesiada,PERSON,ec705d80-62ba-4822-bb7e-00f70c7a55f0
298,P0302,Gobertus,PERSON,7adf12e4-e872-4709-b6e9-ce10cff55228
299,P0303,Gilabert de Castris,PERSON,093a244e-fda1-4da8-a313-da35d60fed1b
300,P0304,[socius of Gilabert de Castris],PERSON,0e9076f5-c8b3-49a7-8e66-9ebd34b320dc
301,P0305,Guillelmus Albas,PERSON,430ec3f8-7d60-4bc8-b803-518bb69c6c76
302,P0306,Guillelmus Augerii,PERSON,0008cadf-5be6-4782-94cc-50803061a7d1
303,P0307,Guillelmus Aymericus,PERSON,07e851e2-68ec-4984-b305-e9cd86766d98
304,P0308,Guillelmus Verrera,PERSON,f9531374-0a91-4c1d-962c-f63f0513c544
305,P0309,Guillelmus Bastard,PERSON,765b39bf-04a7-4499-aafc-1c8803ada12a
306,P0310,Guillelme Bernardi de Narces,PERSON,e6c73c4d-1751-430a-98f4-2378d17b3cf7
307,P0311,Guillelmus Bernardi de Lamota,PERSON,cff606d6-233d-4819-b57c-5a1393295360
308,P0312,Guillelmus Bernat Boca,PERSON,741d04f9-103a-48db-aa8d-76bea51d3828
309,P0313,Guillelmus Bertrans de Montecuquo,PERSON,bf7fe611-25e1-42fc-8b69-80499427c915
310,P0314,Guillelmus Bonafos,PERSON,fd0c7b70-dc29-45e3-be3f-9176a0df786c
311,P0315,Guillelmus Bonaldi,PERSON,836b53b6-000c-4c41-8237-c0e9ef109df9
312,P0316,Guillelmus Bos,PERSON,8e4059dc-5e0d-4160-bc1d-162078b53969
313,P0317,Guillelmus Cabat,PERSON,ae8ce3e0-be94-451a-9b62-0ea8d251d7be
314,P0318,Guillelmus Carbonelz,PERSON,bb4e12cb-7225-4394-bc8c-f1d3d70d4b83
315,P0319,Guillermus Cassa,PERSON,9f524ce2-9e5a-4ab6-9561-eda67bb754c4
316,P0320,Guillelmus Cogorssa,PERSON,23097e92-f8f2-4b6b-8d3b-3d407e64e899
317,P0321,Guillelmus Cosels,PERSON,c71bfa29-b9d1-45f8-ac48-0286dd24d86c
318,P0322,Guillelmus d'Auteiac,PERSON,cd12597f-6690-4f53-a441-8551a000a347
319,P0323,Guillelmus de Eisses,PERSON,a8b73f48-88b9-4578-a66e-a607fc651249
320,P0324,Guillelmus de Yches,PERSON,79272969-d143-431b-9bfb-aed8c6f04991
321,P0325,Guillelmus de Bairs,PERSON,1f089178-4305-4b9c-a2f2-39665b72bed8
322,P0326,Guillelmus de Barba,PERSON,85876c39-4d8f-4ed1-aa61-3b6e17743ca2
323,P0327,Guillelmus de Bernat,PERSON,e8676820-1d27-4f34-abb7-358ed46980e5
324,P0328,Guillelmus de Baussano,PERSON,9574cdbb-2880-44ac-869d-66732ec8bb3f
325,P0329,Guillelmus de Belvais,PERSON,de1c66ae-4029-42e8-89ed-d52e91f13626
326,P0330,Guillelmus de Berencs,PERSON,a1e7365f-4390-4b1e-8732-17e75a9288e0
327,P0331,Guillelmus de Braute,PERSON,58ca22ae-7e73-4ec0-81cf-d7659afdd36b
328,P0332,Guillelmus de Brecas,PERSON,20eeac15-b8dd-4c3c-82b5-7ee9df56af61
329,P0333,Guillelmus de Broile,PERSON,2a3fd894-6182-4ae5-b7b5-5d57ac54816b
330,P0334,Guillelmus de Burc,PERSON,d542620e-20ab-4dc6-b60a-24a1ffcad848
331,P0335,Guillelmus de Cabanolas,PERSON,40dccf98-5ebf-4c88-8917-34bdb593c89a
332,P0336,Guillelmus de Cassaco,PERSON,84c3b7e3-6b6a-4c6b-9719-e6e14578b96b
333,P0337,Guillelmus de Catus,PERSON,48f7386d-e3d6-4b56-a725-7945d7aa9a5c
334,P0338,[brother of Guillelmus de Catus],PERSON,45509530-7314-4f34-a582-4256b30ede7a
335,P0339,Guillelmus de Calciata,PERSON,6bdb9c64-48de-4462-b581-b54b2ff8fbbb
336,P0340,Guillelmus de Cavaroca,PERSON,d1f86dd8-7bd0-4428-8069-ff810076ee26
337,P0341,Guillelmus de Favars,PERSON,0b1a0ac3-55a2-4d9b-a2c8-f5c736da1ac3
338,P0342,Guillelmus de Peirans,PERSON,a42d22a6-87fa-4f01-b9bb-32be5af78801
339,P0343,Guillelmus de Frussenet,PERSON,d0881855-b255-4f3f-8bac-b8343d66a959
340,P0344,Guillelmus d'Engolesma,PERSON,138dae89-d3c0-4545-8885-eb466ed2d7fb
341,P0345,Guillelmus de Gordo de Salvaterra,PERSON,4e6c85a2-e462-4a65-90a1-5cfc4a04936a
342,P0346,Guillelmus de Hospital,PERSON,f230be24-17b5-46a0-a94c-b30aad4cf242
343,P0347,Guillelmus de La Cordella,PERSON,69e98b39-3b2c-4c66-a7a9-06f052e32af6
344,P0348,Guillelmus de Lagorsa,PERSON,0f6c23c0-8df1-45aa-bde1-3bb60d8bae81
345,P0349,Guillelmus de La Raimunda,PERSON,f1695b95-347a-462c-af89-758f029dc0c6
346,P0350,Guillelmus de Labarta,PERSON,0291aa72-81a3-48f4-af2c-760ba1283747
347,P0351,Guillelmus de La Mota,PERSON,a9266a58-5fc9-4a6f-80f7-cb4a2d2812cc
348,P0352,Guillelmus de Lantar,PERSON,ab1edd98-a8a0-4f7b-a284-2ecf4db979bf
349,P0353,Guillelmus de Latania,PERSON,49f0581b-2ace-4f83-a432-c715ba1f160d
350,P0354,Guillelmus Raimundi de Lespinassa,PERSON,e3c363e7-7e83-4d86-b5dd-7d70c18a4879
351,P0355,Guillelmus de Limos,PERSON,bcb4872f-60c4-4797-861a-f133f1ffa51d
352,P0356,Guillelmus de Montegalhardo,PERSON,075f9a7a-19b9-470b-8a2a-30da7d54c2cb
353,P0357,Guillelmus de Naperier,PERSON,f04fc5a5-5941-426a-8533-a1e8b63aa758
354,P0358,Guillelmus Pradeils,PERSON,9d7ce344-1ba1-47e5-b4da-0609d7aa2dc7
355,P0359,Guillelmus de Reiac,PERSON,7b2c4f16-869f-40b3-a13f-182baccad194
356,P0360,Guillelmus de Sancto Clemente,PERSON,d292aad3-f157-4b25-9cae-b4fe352d8c1c
357,P0361,Guillelmus de Sancto Guinesio,PERSON,073e6784-f796-47b4-8fd3-368e528f00c6
358,P0362,Guillelmus de Sancto Michaele,PERSON,48941f55-3744-4eef-994d-407aa6ebc579
359,P0363,Guillelmus de Solario,PERSON,432593a7-6c13-435b-bc74-ae87f02a4946
360,P0364,Guillelmus delz Pratz,PERSON,13a870ab-8627-414d-b08b-d1f643f03344
361,P0365,Guillelmus de Moli,PERSON,65b81e77-1568-4cf5-a752-ea3711ab6635
362,P0366,Guillelmus Faiditi,PERSON,62338e4d-6e5a-4e54-8f80-47eee6e402c3
363,P0367,Guillelmus Fabri,PERSON,6cf64a3d-0d8a-45c8-abe8-72e91696ad98
364,P0368,Guillelmus Geral,PERSON,c6ccdc9c-66f3-47f9-8dbb-849621a3602d
365,P0369,Guillelmus Geraldi,PERSON,fa905aea-6981-4243-9256-9ea16e80ae21
366,P0370,Guillelmus Geraldi,PERSON,078f7acc-0443-4498-b33b-162ce5205c9b
367,P0371,Guillelmus Guitart,PERSON,fcf0319c-7008-4a2b-8e1e-33f4ca34426a
368,P0372,[brother of Guillelmus Guitart],PERSON,6637285b-f300-48de-b654-40fc4e16adf6
369,P0373,Guillelmus Helix,PERSON,5d641fff-3911-4508-b4a7-c19a1ca30a25
370,P0374,Guillelmus Ychier,PERSON,f560fea6-62f5-4887-978f-cb48d179ef09
371,P0375,Guillelmus Devinis,PERSON,3619bed8-f61c-4265-b6d2-4942187cb104
372,P0376,Guillelmus Laurencii,PERSON,16a1961a-76da-45e1-88fa-d65f4b3dd25f
373,P0377,Guillelmus [medicus],PERSON,1e7bf5c8-6be5-49f7-af48-c3f83e85f6a3
374,P0378,Guillelmus Macips,PERSON,370f7e9a-fcde-497f-bf7d-c7ace1ff84ed
375,P0379,Guillelmus Matfredi,PERSON,f806b92b-0bc5-480e-a04a-51eaae936516
376,P0380,Guillelmus Matfredi Reilon,PERSON,afa02f2e-3b86-4082-a1c0-ec4512948e98
377,P0381,Guillelmus Martini,PERSON,633975ec-7085-4c67-8849-b84c33d6fa8f
378,P0382,Guillelmus Maurelli,PERSON,d6a680e6-ddeb-463e-b936-82284e03d5a9
379,P0383,Guillelmus Molinerii,PERSON,9782b61c-b724-4bf3-949f-720631e0e43c
380,P0384,Guillelmus Paga,PERSON,3e508b8f-71c2-40b5-a26b-4a47b711d1b6
381,P0385,Guillelmus Palmerii,PERSON,f0c299ab-75d2-43cb-84f6-3eece2922cda
382,P0386,Guillelmus Pasaire,PERSON,824257ce-7bfb-4c0d-b9f3-1c9db80fcaa5
383,P0387,Guillermus Peregrini,PERSON,72120d83-0b3c-4e9f-a7c4-dd286bdcaba9
384,P0388,Guillelmus Ricard,PERSON,c6e94a23-8e9b-4b6a-8404-93206b10cad0
385,P0389,Guillelmus Rodat,PERSON,a8bd26dd-074a-4208-bcf3-444e9ded6624
386,P0391,Guilhamassa,PERSON,cfe11e55-9391-407e-9611-32da0851e6ed
387,P0392,Guillerma,PERSON,f51efbd4-cfb9-4472-bd6d-0f72be769d96
388,P0393,Guillelma,PERSON,731ccb24-fbb3-458c-a9bf-80fd94082b4c
389,P0394,Guillelma,PERSON,aca6ab68-5211-4c58-93dd-88eb44c99ad0
390,P0395,Guillelma,PERSON,83608136-5a45-4bda-9a7b-c4b23cc9e496
391,P0396,Guillerma,PERSON,dc4fa268-c72a-401d-90bf-bf868a49f668
392,P0397,Guillelma,PERSON,9e107769-e1ab-4ad1-b401-1ff64c5c382b
393,P0398,Guillelma,PERSON,8ca7ef01-99ab-4f09-8538-e07c277645d0
394,P0399,Guillelma,PERSON,eabd8e9f-b412-4ce1-919c-f0954d41f04e
395,P0400,Guillelma,PERSON,0f5f7a59-74ce-4161-8786-1533ef2547d6
396,P0401,Guillelma,PERSON,7b7ea272-b6e2-4fb4-b79f-58326b6dff72
397,P0402,Guillelma Cota,PERSON,14819bfb-46fb-48c5-8bfa-719b27185298
398,P0403,Guillelma den Golesma,PERSON,685614ea-6ebf-4366-9fd8-961093bf95ca
399,P0404,Guillelma de Beneig,PERSON,c53757c1-dc02-49cd-a9cd-30a4a1df8087
400,P0405,Guillelma de Bonoloco,PERSON,2d85fe5e-c7fd-41d8-abc4-d5b03eff0dd2
401,P0406,Guillelma de Cantarida,PERSON,376693b7-47de-45b1-a859-108f93c7af78
402,P0407,Guillelma de Franquet,PERSON,b70ca8e1-9d31-4b87-ae34-cd83aa7b5be2
403,P0408,Guillelma de Galhat,PERSON,9d8fd592-b335-4f91-9ae3-d4f013b3489c
404,P0409,Guillelma de La Barta,PERSON,b2720023-7bc9-494c-9123-8a5ba38173e6
405,P0410,Guillelme de Lagarda,PERSON,98ff888c-a6f2-4820-bb9e-d2abd05328ab
406,P0411,Guillelma de Lamassa,PERSON,34c9527b-1701-4cff-a5a1-311793d7f547
407,P0412,Guillelma de Lariba,PERSON,4c276f01-7f82-406a-8fc1-1594c5442c0e
408,P0413,Guillelma de Vina,PERSON,39952afc-3cc6-4aa1-92b8-0bf0a8fdb9f8
409,P0414,Guillerma de Maiestre,PERSON,80fc4428-707f-44e8-971c-1070e1a89fd3
410,P0415,Guillelma de Rocafort,PERSON,2c3f342a-5f47-4209-948e-3fb2f2df496c
411,P0416,Guillelma de Sapiac,PERSON,8b36baaa-8a0a-4e96-b5af-82782abd30b6
412,P0417,Guillelma de Solacrop,PERSON,bb6907c6-491a-47e2-a140-2b0c0853a9a9
413,P0418,Guillerma de Via,PERSON,dd30fd39-c127-42e4-86bb-bb9064a18121
414,P0419,Guillelma de Villabergonh,PERSON,98d6c038-5708-4d43-b1fd-b56cec6ec721
415,P0420,Guillelma de Pinu,PERSON,7cc785e4-c073-411c-a342-0d80b1d1b854
416,P0421,Guillelma Faidita,PERSON,ca8df2ad-209c-4b29-9c59-80c312e42edc
417,P0422,Guillelma Forneria,PERSON,8ef5096b-9d81-4076-b399-78dce1f1b8e7
418,P0423,Guillelma Gatina,PERSON,0985b535-c2d7-42ad-a779-0964ca245d59
419,P0424,Guillelma Gaudiana,PERSON,b189230f-a0c1-43cf-a5cf-4d77c81aa34d
420,P0425,[Guillelma] Lauterii,PERSON,aa2ce5fc-048b-4ea1-adbe-ce21b941ee22
421,P0426,Guillelma Martina,PERSON,eb679832-3827-429e-a3e9-d38400a6a058
422,P0427,Guillelma Maurina,PERSON,66e38f94-f36a-432f-9d29-de862f5f533f
423,P0428,Guillelma Paga,PERSON,087af5a4-b302-4fc6-86dd-4fe8c80729c7
424,P0429,Guillelma Pradeira,PERSON,9be59ad8-3fba-4e3b-8b80-38c8040260f6
425,P0430,Guillelma Rasona,PERSON,5f282a5f-6c34-4cda-bbcd-9035aabc9c3d
426,P0431,Guillelma Vesiada,PERSON,9d02abc2-bc8a-4ae8-9b2d-d0cd69c59a03
427,P0432,[Guiraldus],PERSON,9b6d1b54-516c-44f3-8c17-b3dc258ee8b7
428,P0433,Guiraldus d'Engolesme,PERSON,c9334cc3-aad1-4ddb-9c62-13736fcade04
429,P0434,Guiraudus de Mairoch,PERSON,dfcf340a-82e6-46d4-8d21-90e844182eff
430,P0435,Guiraudus Molinerii,PERSON,a8a8f70d-4be0-4375-b750-33fd4561ea93
431,P0436,Guiralda del Riu,PERSON,a227d116-cc2d-42b8-8d32-eb1c7e56ad0a
432,P0437,Helias de La Valada,PERSON,0888c7f7-47bd-4cc5-bb5f-90f3fad71fe1
433,P0438,Helias mercer,PERSON,eae07ec8-a4d5-4fa8-9d51-9d27e69049f0
434,P0439,Helyas,PERSON,56a272ff-d0e5-445a-b1d5-99c245fbad47
435,P0440,Herica,PERSON,35a11061-16b0-48eb-b44b-fcc5c9502871
436,P0441,Hugo Auberti,PERSON,8388d610-542d-46c3-8fe2-e5b4a2b0ced5
437,P0442,Hugo d'Auteiac,PERSON,928de752-18c7-4e9c-84f4-2fc6e6b78510
438,P0443,Hugo de Faias de Pereilha,PERSON,3fa6e6c0-b020-4a4e-9d64-fb38e96c9905
439,P0444,Hugo de Fayas,PERSON,8186ee0e-6502-4d9b-93f9-8cf6c6386821
440,P0445,Hugo de La mota,PERSON,550c65c9-cce3-47b2-8348-887750bf3f04
441,P0446,Hugo de Podio,PERSON,07edfbaf-5a00-42ce-8213-5c3b65651978
442,P0447,Hugo de Portu,PERSON,5d400c3b-45a8-472b-abea-be556e66480e
443,P0448,Hugo Falqueti,PERSON,fa07ed38-06e9-446d-81e1-5d62bf590377
444,P0449,Hugo Gaufredi,PERSON,b8556ce0-0294-4159-ac5c-157d4a6647f0
445,P0450,Hugo Ros,PERSON,3d26cc57-8199-499e-af32-e72bdfed762c
446,P0451,Hugo Geraldi,PERSON,0c3d53c0-1240-4ee0-abc1-d656dab7512e
447,P0452,Huga,PERSON,c25b1279-7eec-41f6-8947-0586e0ca7834
448,P0453,Huga,PERSON,1b72497d-43be-43f6-b2ba-60493a655f8e
449,P0454,Huga,PERSON,2cfaf91a-f796-4c1a-a0c0-b587aba3abe1
450,P0455,Huga,PERSON,5b065b46-aada-4fbb-80ec-3a83a44b5fd7
451,P0456,Huga de La Baraudia,PERSON,403052e1-e281-413f-b8d9-11d80a346f13
452,P0457,Huga Maurina,PERSON,5208a031-bbf9-49a3-babe-dc9a809ef96c
453,P0458,Humberga Palina,PERSON,bbdcdf66-f761-46f9-b4f4-ea210c7f0400
454,P0459,Hymbert Escuder,PERSON,777f5411-c97f-4bbd-9a3d-67cd55a64b4c
455,P0460,Isarnus Pontonier,PERSON,a5f9bdfa-1aec-4af7-9f2a-ea78e70621b9
456,P0461,Jacobus Carbonnel,PERSON,2ca900fd-b0a1-4df8-91dd-a6ebf7c60ae3
457,P0462,Gaufridus de Calciata,PERSON,06f9ba21-9547-4759-9723-d0b5bd9493bf
458,P0463,Gaufrida,PERSON,ec685761-c9ab-460a-bec9-bd80216a1ee6
459,P0464,Joannes Austorcs,PERSON,ac888bab-175e-4fc4-a866-7ed8e6218e79
460,P0465,Joannes de Avinione,PERSON,c289bf29-7a0e-4c9c-b3d7-7a8e2cba0e62
461,P0466,Joannes de Capadeli,PERSON,c16d7920-8270-4976-9965-7148156dd615
462,P0467,Joannes de Capel,PERSON,cbd3c0eb-0e24-446f-926a-2f7f5de0b8de
463,P0468,Joannes de Castilho,PERSON,5f59aafd-96fe-4a6b-b309-2e83daaa979c
464,P0469,Joannes de Gailhac,PERSON,6d8f9ca7-c290-4052-9c03-1a2c5345e806
465,P0470,Joannes de Lolivia,PERSON,0da8c4ae-7296-4383-abfa-b880ac8ac077
466,P0471,Joannes de La Garda,PERSON,2b27fb62-0fd4-448b-b6bc-10b1d2863a54
467,P0472,Joannes de La Junqueira,PERSON,8c0139ed-7d70-4cce-8d21-8ddb0c4bd16f
468,P0473,Joannes de Rupe,PERSON,c444dc6b-1fa4-48c3-94f0-831028105158
469,P0474,Joannes de Novenargas,PERSON,cf827ae1-0855-4b39-9983-b5d78101a422
470,P0475,Joannes de Podio de Milhac,PERSON,9385ca28-d31f-4f79-8166-e9a6e7939f00
471,P0476,Joannes de Villanova,PERSON,41fcec50-f261-4f49-9aa2-f5db9f9adc17
472,P0477,Joannes del Pradal,PERSON,37fecdbd-54b2-468f-9e5b-03a2dfab9c89
473,P0478,Joannes Fornerfabri,PERSON,3b6241a8-358a-4a06-8816-ba629a0ff197
474,P0479,Joannes Saturnini,PERSON,4027d0d7-97b1-46ee-85cb-dae4fc5d6ac2
475,P0480,Joannes Torner,PERSON,bf7ed509-56a8-4572-9ff4-552ddd35f6e2
476,P0481,Joannes Toset,PERSON,81215259-1fe6-4ed1-9f8b-ed3e37356a4b
477,P0482,Joanna,PERSON,049ce121-ed03-433a-93b6-2d711124aef1
478,P0483,Joanna,PERSON,bec0a0fa-3ad2-461c-8306-1babc9d0177f
479,P0484,Joanna,PERSON,bd43b934-ba8e-4a6a-bdee-d93d7003e2bc
480,P0485,Joanna de Avinione,PERSON,213e551e-34db-41f4-a08e-759d3b925af5
481,P0486,Joanna de Castronovo,PERSON,d3a577b1-d112-4335-bb00-4a4eac31d125
482,P0487,Joanna de Gordo,PERSON,e657fb14-4d8f-4395-b541-ba211cfa4f3e
483,P0488,Joanna de Riberia,PERSON,536a9a90-7f8f-4770-968f-798162e6487b
484,P0489,Julianus,PERSON,f10b5acf-abed-4bf8-855b-7c7c43f41a8e
485,P0490,[wife of Julia],PERSON,67528f04-5b00-479a-a187-d4ea2ca8f9b3
486,P0491,[sister-in-law of Julia],PERSON,0fa79f2c-e674-40b0-9f97-b65e61717f42
487,P0492,Laurencia,PERSON,5557b1a2-c57a-4fe9-b1ea-7d30bb7ccc86
488,P0493,[Unknown] de Lauzerant,PERSON,82dc220c-1533-4f79-b1a9-b4b037e1db4c
489,P0494,Juvenis de Lastroa,PERSON,77f54903-af0d-41a9-b53c-e1b3ebebecbf
490,P0495,Lombarda,PERSON,3b36f1b8-11cd-42a6-9a41-6568c35ca175
491,P0496,Lobaix,PERSON,4b466e80-0e1c-400b-a41b-635be23a77ab
492,P0497,Luxia,PERSON,d4156178-bad5-43e4-b8ab-87358d0e170f
493,P0498,Maenza,PERSON,ed1354f2-da40-4eed-908c-32731a5ec075
494,P0499,Maria,PERSON,56059979-f6a6-45d5-a0b8-7ba80203af9c
495,P0500,Marta,PERSON,7393001f-44f5-4938-be0c-6e9f593caeaf
496,P0501,Martinus de Tore,PERSON,b10f3541-f633-4c4f-9eb3-1099220b0c0f
497,P0502,Miravale,PERSON,c4c495d0-dd61-419f-b36d-cc15c6caa5f8
498,P0503,Nalgartz de Villario,PERSON,a06b1699-d377-4627-b59e-533e98f8d6fc
499,P0504,Nefales,PERSON,64376f2b-dab9-4348-a0ef-049a3fce558a
500,P0505,Nassaga,PERSON,5171297d-5990-4780-8222-fd35cd61a6b7
501,P0506,Naufressa,PERSON,757c0a25-b4ff-4a4b-9682-f1622a396831
502,P0507,Naurimunda,PERSON,e11d818f-0066-4c42-b4de-5269bc548ca5
503,P0508,N'Aymara de Montelhassu,PERSON,1a8f3399-b35c-4fd9-b4a7-c2be1bdd77ee
504,P0509,Na Azoffreta,PERSON,80094b03-66c9-4c63-9d17-e46e5cffcdd4
505,P0510,Na Babilonia,PERSON,9b24d162-9445-4ac8-b059-1fcd7580aea3
506,P0511,Na Berengueria,PERSON,3f6e69ab-249e-426f-8106-33d0d626e41b
507,P0512,Na Bona,PERSON,ab5eca58-4b5d-43be-8327-a837962606b4
508,P0513,Nacuidalz de Goire,PERSON,1f92b5c4-3000-454a-b7b2-fded1a6ab781
509,P0514,Na Elays,PERSON,0e642122-1664-40ab-8efa-925434ea6245
510,P0515,Na Sclarmunda,PERSON,8277d70c-38c3-4e4b-a2d2-8a9dc4920093
511,P0516,Na Fauressa de Jovengas,PERSON,74811fa9-c59e-424a-90aa-9fd7a18c92e4
512,P0517,Na Finas,PERSON,29143394-ae35-47e0-a186-c7af6330d76a
513,P0518,Na Finas de Moteilz,PERSON,8eab9544-cabc-4827-86d2-49908d994368
514,P0519,Na Folcauda,PERSON,e14389f6-234b-4cfc-82f5-838f47e9f574
515,P0520,Na Francia,PERSON,d1de8928-aa90-4510-ac3d-17866d9c56da
516,P0521,Na Francia de Rigaut,PERSON,9ea53edc-a890-4625-b6aa-7ee6966ad095
517,P0522,Gairels,PERSON,2b458f7d-df9b-4e00-9ae3-9254935f2e47
518,P0523,Na Garriga,PERSON,b58c384c-13ca-4c8b-aa74-6aed5d25488a
519,P0524,Na Gassacs de La Mota,PERSON,3cca9a13-2142-442a-abc5-ea06e4a17a56
520,P0525,Na Guias,PERSON,cab74589-d60a-47a2-8765-6236f5660d11
521,P0526,Na Lorda,PERSON,f7a92d4d-3c97-42ef-b554-9697166564e4
522,P0527,Na Maenza,PERSON,bbd307e7-c3b9-4c29-b807-d82355aa75b2
523,P0528,Na Mairada d'Albafolia,PERSON,d487b3a0-3ace-4d7c-b1e7-8c72082a4282
524,P0529,Na Manenta,PERSON,ecab4384-c4b9-4fac-833e-4c374da7b6bf
525,P0530,Na Marauda,PERSON,3c2ca3f5-74ab-4877-b9a2-7f88f5c0d53a
526,P0531,Na Marquesa,PERSON,ee42e1e1-be66-41ca-8200-988223e22aac
527,P0532,Na Nomais de Belpoch,PERSON,264c5269-a39a-4096-a14b-aad84483b9ec
528,P0533,Na Pros,PERSON,b4a89bb8-0012-4ffb-ae95-3ca5d3fef6bd
529,P0534,Naremunda d'Estivalz,PERSON,2d7fbf4a-4df1-4957-8ddd-af787e58e69e
530,P0535,Na Sauriz,PERSON,4f0f669c-7c2b-445b-b811-3f147395e12f
531,P0536,P. Abit,PERSON,0ddaf323-fabb-4251-99bf-547e156fea1b
532,P0537,,PERSON,ba3a1a5c-0835-4bbd-84ac-ea5aede487d3
533,P0538,Petrona,PERSON,4b3c1156-9750-4dd3-b38c-d1052a15da87
534,P0539,Peyrona de Carental,PERSON,5a4396bf-312c-4c8e-b4ef-b42b464aed25
535,P0540,Petrona de Prestis,PERSON,067afb20-fad9-4e89-8154-2d57faabc87c
536,P0541,Petrona Pencheneria,PERSON,2227d08d-fdaf-4c4b-a6d0-7fb328826ad4
537,P0542,Petrona Remona,PERSON,2f8c67fa-9c6c-4e03-8cd7-97b847938f64
538,P0543,Petrona,PERSON,4ea11302-3e7f-4240-ac19-b270b6ca87cc
539,P0544,Pictavinus,PERSON,e27aedfa-62db-4b76-a792-5848e2c502af
540,P0545,Pictavinus d'Ausac,PERSON,81df3bbf-cff8-43d1-8be6-945a7c119ea5
541,P0546,[wife of Pictavinus d'Ausac],PERSON,651b46c9-6bd2-44ff-a627-273d451dd64c
542,P0547,Petronilla de Gathard,PERSON,0a846943-c12a-42db-a39a-0bf3a48a7166
543,P0548,Petronilla de Fabrica,PERSON,8049392b-5d92-4618-b6ea-d5ff869cbb40
544,P0549,[husband of Petronilla de Fabrica],PERSON,543f623f-2301-4492-958c-f17df0e095e0
545,P0550,[son of Petronilla de Fabrica],PERSON,b870309c-2dbb-405c-8159-248ae3e7b819
546,P0551,Petronilla de P. S.,PERSON,211fcdb6-1e5b-49f1-a575-3f24d59bfc15
547,P0552,Philippus Donadeu,PERSON,14e2d0a3-ee22-4d30-a3fd-8dfc6e4336e1
548,P0553,Petrus,PERSON,257a3517-b817-4825-8691-613f78429b73
549,P0554,Petrus Arnaus,PERSON,d7d0eed6-e840-46bf-94d2-d3f64f0e11b0
550,P0555,Petrus Arnaus del Batut,PERSON,3daf1957-858f-48fb-a4ce-db3b8970bd77
551,P0556,Petrus [Arnaus] de Montepesato,PERSON,41a06928-2f09-4ede-8a92-27af21fedf11
552,P0557,Petrus Auriol,PERSON,0ce711f8-6848-49a1-961d-0be51b4b8fc0
553,P0558,Petrus Austorcs,PERSON,313f7b23-28d6-4168-8a07-4c6f2174b810
554,P0559,Petrus Baco,PERSON,74ac4ac1-3099-4936-aa55-fbbd4d5154be
555,P0560,Petrus Berals,PERSON,8d39d61c-cd08-42e5-8621-5417c2dd65e5
556,P0561,Petrus Bernart,PERSON,baeabb64-510c-4ebf-88d6-062b8387ac37
557,P0562,Petrus Bernardus Sabater,PERSON,776af457-f411-4ac2-96a3-8e2929321e28
558,P0563,Petrus Botas,PERSON,bf1707d9-0cd6-4119-b331-246b75285f00
559,P0564,Petrus Bonusfilius,PERSON,f52861cc-f11b-43f3-a3ed-a3f6b37492b4
560,P0565,Petrus Broas,PERSON,e36debe7-8332-47d0-b8c4-7117578fb8a2
561,P0566,Petrus Cadels,PERSON,8da1581a-40ed-467a-b24d-7d46b129c867
562,P0567,Petrus Carbonelli,PERSON,2e7f47b6-bcfe-4225-aba9-00b539806262
563,P0568,Petrus Carbonelz,PERSON,8bcebb0b-083f-4032-838b-f9f900670604
564,P0569,Petrus Caudier,PERSON,84b486a2-a636-446b-adbe-6185c57f72bf
565,P0570,Petrus [Sillani],PERSON,fd775d84-2f1c-49cd-b46b-00efb87390af
566,P0571,Petrus d'Aussach,PERSON,968377c6-1467-440f-a507-0970cd3623f4
567,P0572,Petrus de Belfort,PERSON,85916907-3186-4c4d-90e7-0a86d974060c
568,P0573,Petrus de Canasolas,PERSON,9154ea13-fc3f-4afb-8052-b8be5e4c4421
569,P0574,Petrus de Castillo,PERSON,118c4f02-100b-49c7-8755-31e1fcf171d9
570,P0575,Petrus de Gaulenas,PERSON,7993b0e0-b434-4d95-b5b0-1aae0f3a3cc0
571,P0576,Petrus d'Engolesme de Milhac,PERSON,5f66cf3e-60d7-41ea-97b2-330622d3cba3
572,P0577,Petrus de La Barreira,PERSON,bf74c72c-8f60-4789-873b-d28801e60ffd
573,P0578,Petrus de La Costa,PERSON,546482cf-1531-4171-a65f-c95ee7d08f7a
